Store name, number of reviews, consumption, main cuisine, address, detail link, business hours,Taste,Environment,Service
Xita Old Lady Clay Oven Barbecue (Jiahe Jinbo Tiandi Store),1090,119, Korean barbecue, Jiahe Wanggang, https://www.dianping.com/shop/G6UmlVBjZMTfQbBN, Monday to Sunday 11:00-00:30,9,9,9
T11 New Catering Art Space (Changlong Branch),22,21, Buffet, Chimelong/Nancun, https://www.dianping.com/shop/G6UoESmZmW0wivff, Monday to Sunday 10:00-21:00,7.1,7.1,7.1
Gaobao Zhuangyuan (Xiajiao Branch),648,94, Kebabs, Luoxi, https://www.dianping.com/shop/G6UOfXob1d0yzfqD, Monday to Sunday 17:00 -03:00,8.1,8.2,8.2
Haoji Food,36,64, Private Kitchen, Fangcun, https://www.dianping.com/shop/G6uSUXwdYpjOg1iH, Monday to Sunday 11:00-14:0017:00 -02:00,7,7.1,7.1
Fatty Bean Curd Grilled Fish,13,52, Grilled Fish, Shiqiao, https://www.dianping.com/shop/G6uWRynLNkf05DKA, Monday to Sunday 10:00-14:0016 :30-24:00,7.3,7.3,7.4
Shantou White Porridge (Changxing Road Store),259,51, Snacks, Longdong/Cencun, https://www.dianping.com/shop/G6uXhHuGbxy2ADIa, Monday to Sunday 18:00 -02:30,7.8,6.7,6.9
Hua MonkXiangxi Small Skewers BBQ (Jiangnanxi store),2901,94, BBQ skewers, Jiangnanxi, https://www.dianping.com/shop/G6uYL8xaAs4HTTRr, Monday to Sunday 17:30-01:00,9.1,9,9
PaoxiansenNew Taste Soup Rice (Tianhe Vanke Plaza Store),327,42, creative cuisine, Xiaoxintang, https://www.dianping.com/shop/G6V3Crz0VUjWQ6kJ,Monday to Sunday 10:30-14:0016:30-21:00,8.3,8.6,8.4
Pig Ao Ao Designer Pig Killing Noodles (Zhongsheng Chuanghui Store),193,24, fast food, along Xingang West Road, https://www.dianping.com/shop/G6v4u1Z3y39UgPN2, Monday to Sunday 10:30-22:00,8.4,8.4,8.3
Mingyueguan (Xinwu Economic Society Xinwu Second Street Store),15,51, Korean cuisine, Shiling, https://www.dianping.com/shop/G6vfJBjJcCEtkUeH, Monday to Sunday 11:30-14:3017:30-21:00,7.1,7.1,7
Caf茅 de Coral (Baye Plaza Store),66,40, snacks, Huadu Plaza/District Government, https://www.dianping.com/shop/G6vlZrh89tMIQpGK, Monday to Sunday 08 :00-21:00,7.5,7.6,7.6
Jiang Yuer pickled fish (Diangli Jinxiu Plaza store),199,63, pickled fish/boiled fish, Dianping Jinxiu Plaza, https://www.dianping.com/shop/G6vUUHOF2EflK6gj, Monday to Sunday 11:00-21:30,7.6,7.7,7.6
Wudai TongtangTangshui Dessert Specialty Store (China Hotel),186,27, Dessert, Railway Station/Renmin North Road, https://www.dianping.com/shop/G6VUUtL9JnyE8cWo, Monday to Sunday 10:00-22:00,8.4,8.1,8.2
Jiumaojiu Northwest Cuisine (Shuiyin Branch),4603,59, Northwest folk cuisine, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/G6vvkYTMQoW7VvRl, Monday to Sunday 11:00-14:30 17:00-21:00,8.7,8.6,8.5
Rice salad (Kaisa store),752,50, Western food, Teem City/Sports Center, https://www.dianping.com/shop/G6W3aLiHF0BBAafu, Saturday and Sunday 11: 00-20:00 Monday to Friday 10:30-20:00,8.3,8.4,8.4
Zunbao Pizza (Machang Road Store),383,29, Pizza, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/G6WafMOa5r9nHFag, Friday and Saturday 09 :00-23:00 Monday to Thursday Sunday 09:00-22:00,8.5,8.4,8.5
COTX Chayue Mountain (Wenming Road Store),740,18, beverage shop, Beijing Road Commercial District, https://www.dianping.com/shop/G6wdK3AVEn0tfGCY, Monday to Sunday 12:00-20:00,8.3,8.1,8.4
Northeast Dumpling HouseNortheastern Cuisine (Huifu East Road Store),176,31, Northeastern Cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/G6WEt0d3LhvFqvj3, Monday to Sunday 10:00-22:00,6.8,6.8,6.8
Aunt Qian (Park Hyatt Bay Store),34,35, fresh food, Tanwei/Hesha, https://www.dianping.com/shop/G6wfRg7EvENolbQD, Monday to Sunday 07:00-23:00,7.2,7.2,7.2
Hongchang Farm CuisineBamboo RiceDustpan Sanwei Fish Taojie Ernu Shop,251,64, Cantonese Restaurant, Hot Spring Town, https://www.dianping.com/shop/G6WgDayqFpt5T28K, Monday to Sunday 09:00-23:00,8.5,8.4,8.4
Yimadu Myomodo (Tianhe Lifeng Tiandi Store),114,18, tea and juice, Chebei/Dongpu, https://www.dianping.com/shop/G6WH9HJKKlwTwBJY, Monday to Sunday 10:00-22:00,8.3,8.5,8.4
Starbucks (Guangzhou Tianhe Lingzhan Plaza Store),570,36, coffee shop, Xingsheng Road/racecourse, https://www.dianping.com/shop/G6WjlKZfMvIa8gGo, Monday to Sunday 07:30-22:00,7.9,8.3,8
Guangzhou Bay SeafoodShunde Yusheng (Dashi Changlong Store),39,55, seafood, Changlong/Nancun, https://www.dianping.com/shop/G6wkDnJdyRx5MVMI, Monday to Sunday 11:00-14:0017:00-22:00,7.3,7.3,7.5
Juyun (Qiao Zhong Branch),46,31, Tea Restaurant, Tanwei/Hesha, https://www.dianping.com/shop/G6WRSHKbANaQWsYA, Monday to Saturday 11 :00-20:00,7.1,7.3,7.4
Liuluosuisuisnail noodles,15,10, porridge noodles, along Dongxiao South Road, https://www.dianping.com/shop/G6WTK5wIsJyAb6Fa, Monday to Sunday 08: 00-23:30,7.1,6.9,7
Xinxing HotelCentennial Mutton Pot (Yuehuicheng Branch),4428,86, Guangzhou cuisine, Xicun/Xichang, https://www.dianping.com/shop/G6WtmqVp8fKZuZZm, Monday to Sunday 10:00-15:30 17:00-21:30,8.7,8.8,8.6
CH艒WA,89,663, French cuisine, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/G6WXQdkdqbyOmCCg, Tuesday to Sunday 12:00-15:0018:00 -22:00,8.4,8.7,8.9
TheScientis Scientist Coffee (Zhongtian Shopping Plaza Store),383,35, coffee shop, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/G6x6UddxGfLXGelE, week Saturday and Sunday 10:00-18:00 Monday to Friday 09:00-19:00,8,7.9,8.1
Xiongda Charcoal Barbecue (Wushan Branch),312,75, Korean Barbecue, Yanling/Wushan, https://www.dianping.com/shop/G6xD7oc4SF94aaXz, Monday to Sunday 10:30-14:30 16:30-22:00,8.6,8.6,8.7
Little Bee Barbecue Ground (Xiaozhou Village Store),877,78, BBQ skewers, University Town, https://www.dianping.com/shop/G6XdUxPSXaqtnr4a, Monday to Sunday 10:30-22:30,8.7,8.3,8.4
QixiaoluoSnail Noodles (Panyu Wanda Store),559,17, Porridge Noodles, Changlong/Nancun, https://www.dianping.com/shop/G6XIzbNhGD1GulPh, Monday to all day Sunday,8.1,8.2,8
QixiaoluoSnail Noodles (Panyu Wanda Store),559,17, Porridge Noodles, Changlong/Nancun, https://www.dianping.com/shop/G6XIzbNhGD1GulPh, Monday to all day Sunday,8.1,8.2,8
Erdonjia Japanese and Korean Cuisine,396,50, Korean Cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/G6XkjvfojPGi8naN, Monday to Thursday 11:00 -21:00 Friday to Sunday 11:00-21:30,6.4,6.9,6.6
Yang XiaoqianFat Intestine and Hairy Tripe StewBeef Offal Stew (Wanbo Store),35,42, pickled fish/boiled fish, Changlong/Nancun, https://www.dianping.com/shop/G6yEoDseBntEE9ZT, Monday,7.4,7.4,7.6
Overbearing pickled fish,504,43, pickled fish/boiled fish, Jiekou/New Century Plaza, https://www.dianping.com/shop/G6YgMQs1uzlsk6uF, Monday to Sunday 09:00-22:30,7.9,7.9,8
Bestore (Luogang Aoyuan store),57,51, snacks, Central City, https://www.dianping.com/shop/G6YNaD1XAWvLOV5d, Monday to Sunday 09:00 -22:30,7.2,7.3,7.3
Frog Xiaoxia (May Flower Shop),4482,82, Hunan Cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/G6ywaN5dAqZktmT6, Monday to Sunday 11 :00-21:30,9,9,8.8
One Mile FlameWagyu Roast PorkSashimi A la Carte BuffetTeam Building Dinner (Pazhou Branch),777,167, Fusion Barbecue, Pazhou, https://www.dianping.com/shop/G6Ywy59848xwzXg6, Monday to Sunday 11:00-01:00,8.6,8.5,8.8
One Mile FlameWagyu Roast PorkSashimi A la Carte BuffetTeam Building Dinner (Pazhou Branch),777,168, Fusion Barbeque, Pazhou, https://www.dianping.com/shop/G6Ywy59848xwzXg6, Monday to Sunday 11:00-01:00,8.6,8.5,8.8
Mingyiju (Bamboo Shop),101,51, Tea Restaurant, Zhongluotan, https://www.dianping.com/shop/G6YZ59BBPKMBI6Wq, Monday to Sunday 06: 30-14:0017:30-21:00,7,7,7
Mingju JiangjingChaozhou Private Kitchen,64,524, Private Kitchen, Xingsheng Road/Lide, https://www.dianping.com/shop/G6zb3YWpZnEyg2pd, Monday to Sunday 10 :30-23:00,7.6,7.6,7.6
Drink more soupCantonese tea meal (Chengguanghui store),43,40, tea restaurant, Kangwang Road, https://www.dianping.com/shop/G6zbgjX4DYhCMAda, Monday to all day Sunday,8.1,8.2,8.1
Yushui BayFresh SeafoodCantonese Cuisine,739,153, Seafood, Shiqi, https://www.dianping.com/shop/G6zdjRt3s5ZYrNu2, Monday to Sunday 07:30-14: 0017:00-21:00,7.5,7.5,6.9
Bestore (Taiyang Xintiandi store),101,45, snacks, Xingsheng Road/racecourse, https://www.dianping.com/shop/G6zDqqLCAqtQeZxR, Monday to Sunday 09: 00-22:30,7.4,7.4,7.3
Dongsheng Hotel (Yancun Sanheng Road Branch),141,42, Tea Restaurant, Yuancun, https://www.dianping.com/shop/G6ZknPlKeMgz3x5L, Monday to Sunday 06: 30-14:3017:30-21:30,7.2,7,7.1
MoonLoungeBar,89,110, Thai food, along Industrial Avenue, https://www.dianping.com/shop/G6zMzmvO7C6c300T, Monday to Sunday 17:00-02:00,7.6,8.3,7.8
Master Niu (Longjin East Store),388,27, Niu Za, Zhongshan Qiba Road, https://www.dianping.com/shop/G6zODQ4pMkngXl3S, Monday to Sunday 12 :00-24:00,7.7,6.9,7.5
Gaojia Restaurant,34,61, Hakka Cuisine, Zengcheng District, https://www.dianping.com/shop/G6zR2NnaOBLmXHMz, Monday to Sunday 10:00-22:00,7.3,7.3,7.3
Shijingpo Bean Paste Milk (GoGo Xintiandi Store),215,11, Beverage Shop, University Town, https://www.dianping.com/shop/G6ZrppkKyzjM4FKG, Monday to Sunday 10: 30-22:30,8.1,8.1,8.2
Koufu Food (Conghua Branch),40,60, other food, Hot Spring Town, https://www.dianping.com/shop/G70dcDQI4jA9y17p, Monday to Sunday 11:00-14 :0017:00-21:00,7.2,7.1,7.2
21-flavor buffet meal (international unit store),14,18, buffet, Xinshi, https://www.dianping.com/shop/G70iot8pPDmgOogD, Monday to Sunday 08 :30-14:0016:00-20:30,7.1,7.1,7.2
LimitlessCoffee (Gexin Road store),264,33, coffee shop, along Industrial Avenue, https://www.dianping.com/shop/G70uKcPImnzFoyeB, Monday to Sunday 08: 30-18:30,8,7.9,8.2
DARLINGCAFE Cocktail Music Restaurant (Beijing Road Store),657,82, Western food, Beijing Road Commercial District, https://www.dianping.com/shop/G710KOfgo1nJQQ52, Monday to Sunday 17:30-02:00,8.1,8.4,8.3
Beijing Style Baozi Shop (Jingshi Plaza Store),128,55, Beijing Cuisine, Liantang, https://www.dianping.com/shop/G71Azqquz9lySqx3, Monday to Sunday 10:00- 22:00,7.6,7.7,7.6
Momo Cake Baking,375,134, Bread Baking, Teem City/Sports Center, https://www.dianping.com/shop/G71EeimPGz62uAHk, Monday to Sunday 10:00-20: 00,7.9,7.9,8
Fengyuan YezhenZhenpin Coconut Chicken (Tianhe South Store),27491,107, Coconut Chicken Hot Pot, Teem City/Sports Center, https://www.dianping.com/shop/G71JcjIY2dkdOj8T, Saturday and Sunday 11:00-22:30 Monday to Friday 11:00-15:0016:30-22:30,8.7,8.7,8.2
Walaida (Wanguo Plaza Store),715,82, Hunan cuisine, along Jiangnan Avenue, https://www.dianping.com/shop/G71LEvlomF0nJs1t, Monday to Sunday 11:00 -21:00,8.8,8.8,9
Xiangni Xiangqin (Lingshan East Road Store),254,71, Hunan Cuisine, Huangcun/Aoti, https://www.dianping.com/shop/G71zsAfxN08DjqOE, Monday to Sunday 11:00-22:00,9.2,9.2,9.2
Meet Xiaomian (Zhuanhui Plaza Store),218,25, porridge noodles, Shiqiao, https://www.dianping.com/shop/G724Fz44XK2dK1bd, all day from Monday to Sunday,8.5,8.6,8.5
Talk about XiTai YEAH Southeast Asia Night Market (Wuyang Branch),245,56, skewers, Wuyang New City, https://www.dianping.com/shop/G72OcKk0esYMu4Eh, Saturday Sunday 17:30-02:00 Monday to Friday 17:30-24:00,7.4,7.4,7.8
Aunt Qian (Zhonghai Kangcheng store),16,31, fresh food, Chebei/Dongpu, https://www.dianping.com/shop/G72RRsTFa7WPT5xB, Monday to Sunday 05:00-23:00,7.2,7.3,7.4
Frog Witch  Iron Pot Bullfrog (Nangang Wanda Store),793,76, dry pot/incense pot, living area/Nangang, https://www.dianping.com/shop/G72v08NMWloCNYnf, Monday to Sunday 11:00-14:0017:00-21:00,8.9,8.9,8.9
Frog Witch  Iron Pot Bullfrog (Nangang Wanda Store),793,76, dry pot/incense pot, living area/Nangang, https://www.dianping.com/shop/G72v08NMWloCNYnf, Monday to Sunday 11:00-14:0017:00-21:00,8.9,8.9,8.9
Yongyuan Baile Golden Banquet (Liyuan Xintiandi Store),198,85, Cantonese refreshments, Shawan Town, https://www.dianping.com/shop/G731umNYxcICWd4G, Monday to Sunday 08:00-14:3017:00-22:30,7.3,7.6,7.1
Thai aftertaste,378,51, Thai food, Shiqiao, https://www.dianping.com/shop/G73J49jH37SZFrTz, Monday to Sunday 10:30-21:00,7.3,6.9,7.2
Jidi FenHandmade Rice Noodles (Provincial Traditional Chinese Medicine Store),66,24, Porridge Noodles, Zhongshan 6th Road, https://www.dianping.com/shop/G74nkwOryGBzIbgF, Monday to Sunday 07:30-21:30,7.9,7.9,7.8
Duo Dim Sum Taiwanese Restaurant,1812,36, Taiwanese cuisine, Gangding/Longkou, https://www.dianping.com/shop/G74SUh7sEF5c6xrW, Monday to Sunday 11:00-20 :30,8,7.2,7.8
Bangkok night food,306,63, Thai food, Tangxia, https://www.dianping.com/shop/G74Sz4DrrEEz8Dbg, Monday to Sunday 11:00-22:30,7.6,7.5,8
Mian Xiaoba (Jiangyan Road store),106,21, porridge noodles, along Jiangnan Avenue, https://www.dianping.com/shop/G751EyWPZ69PFukG, Monday to Sunday 11:00-21:00,7.7,7.6,7.7
Five Flavor Noodles (Huangpu Runhui Store),47,20, Noodle House, Science City/Luogang Gaodehui, https://www.dianping.com/shop/G75ceOfqP4ps2XKS, Monday to Sunday 09:30-21:00,7.3,7.5,7.4
Qiaojia South Gate? Rice cake? Dessert (Tianhe store),1105,22, Bread Baking, Teem City/Sports Center, https://www.dianping.com/shop/G75gCJh9XHDZ7r1J, Monday to Sunday 10:00-20:30,7.9,7.9,8.2
Dongting Hunan Cuisine Restaurant (Baihua Branch),351,61, Hunan Cuisine, Huadu Stadium/Huaguoshan Park, https://www.dianping.com/shop/G75hkk8nXVmP3HFL, Monday to Sunday Day 11:00-14:0016:30-21:00,7.6,7.6,7.6
Big BrotherHandmade NoodlesNorthwestern Cuisine (Shangxiajiu Dongfanghui Store),1404,44, Northwest folk cuisine, Shangxiajiu Commercial District, https://www.dianping.com/shop/G75qkywb41NwP10P, Monday to Sunday 11:00-21:30,9,9,9
Gozen Ichimachi Cuisine (Aoyuan Branch),1265,134, Japanese cuisine, Central City, https://www.dianping.com/shop/G760yAI2lluqUxWn, Saturday and Sunday 11 :00-16:0017:00-22:00Monday to Friday11:00-14:0017:00-22:00,8.8,8.7,8.5
Shanquan MansionFashionable and classic premium Cantonese cuisine (Zhujiang New Town store),1559,130, Guangzhou cuisine, Zhujiang New Town, https://www.dianping.com/shop/G762A0kZhFmMLUG7, Monday to Sunday 11:00-14:30 17:00-21:00,7.8,8,7.5
GeeCoffeeRoasters (Tianhui store),343,44, coffee shop, Zhujiang New Town, https://www.dianping.com/shop/G763GDw1Vlqpn8iQ, Monday to Sunday 10:00-22 :00,8,7.9,8.2
Yongji Shawan Dessert (Shishu Road Store),2561,17, Dessert, Zhongshan 6th Road, https://www.dianping.com/shop/G76TgbJDXrKUjxDZ, Monday to Sunday 09 :00-24:00,7.9,7.4,7.6
Taiheng Ice Room (Shixi Branch),153,45, tea restaurant, along Industrial Avenue, https://www.dianping.com/shop/G76WmP2PphRBnnH8, Monday to Sunday 10 :30-21:00,7.6,8.2,8.1
Ma Tian Hui Bullfrog Hot Pot (Four Seasons Tiandi Store),3589,107, Sichuan Hot Pot, Kecun/Chigang, https://www.dianping.com/shop/G77eRq80lBY1YD31, Monday to Sunday 11:00-23:00,8.6,8.3,8.1
Auntie (Rongyang Street Store),1557,17, bread baking, University Town, https://www.dianping.com/shop/G77VwK7C8fpKdNSE, Monday to Sunday 14:00- 21:30,8.6,8.1,8.3
Haohao Noodle Shop,435,24, Beef Offal, Shiqiao, https://www.dianping.com/shop/G786ukFBXXT22Buw, Monday to Sunday 11:00-18:00,7.7,7.1,7.2
Congji Nanning Laoyou Noodles (Shiqiao Branch),99,17, porridge noodles, Shiqiao, https://www.dianping.com/shop/G78cUHvmJOSoybZR, Monday to Sunday Sunday 10:00-23:00,7.7,7.9,7.9
TempuraYoule (Meilin Tiandi Store),102,81, Japanese cuisine, Chebei/Dongpu, https://www.dianping.com/shop/G78GFrSqX9wrI2vH, Monday to Sunday 11:00-14:0017:00-21:30,7.9,8.1,8.4
Seoul Grilled Beef Sausage (Yuanjing Road Store),979,100, Korean BBQ, along Airport Road, https://www.dianping.com/shop/G78sjm2YiD3WdQoQ, Saturday and Sunday 11: 30-23:30 Monday to Friday 11:30-14:0017:00-23:00,8.9,8.7,9.1
Seoul Grilled Beef Sausage (Yuanjing Road Store),981,100, Korean BBQ, along Airport Road, https://www.dianping.com/shop/G78sjm2YiD3WdQoQ, Saturday and Sunday 11: 30-23:30 Monday to Friday 11:30-14:0017:00-23:00,8.9,8.7,9.1
Seoul Grilled Beef Sausage (Yuanjing Road Store),981,99, Korean barbecue, along Airport Road, https://www.dianping.com/shop/G78sjm2YiD3WdQoQ, Saturday and Sunday 11:30-23:30 Monday to Friday 11:30-14:0017:00-23:00,8.9,8.7,9.1
Bing Ge SnackWheel Cake (Longdong Commercial Plaza Store),265,6, Snack, Longdong/Cencun, https://www.dianping.com/shop/G78UsXuAhnM0mNp4, Monday to Sunday 14:30-22:00,7.8,7.8,8.2
TaigongfangGolden Crown Chain (Longdong Store),1243,55, Thai food, Longdong/Cencun, https://www.dianping.com/shop/G78Z2is9thFxQoBF, Monday to Sunday Day 11:00-16:00 17:00-21:30,8.2,8.4,8.6
Steamed WumenCantonese Tea Snacks (Rhehe Shop),257,72, Cantonese style tea snacks, Jiahe/Rhehe, https://www.dianping.com/shop/G79iWuxw4JLa8TiJ, All day Monday to Sunday,7.6,7.8,7.6
WSCOFFEEWansui Coffee,72,18, Cafe, Jiangnanxi, https://www.dianping.com/shop/G79r3I4JAsnHezvU, Monday to Sunday 09:00-22: 30,8.2,8.1,8.3
Xiaoxiang Courtyard (Taihe Branch),145,86, Hunan Cuisine, Taihe Town, https://www.dianping.com/shop/G79uIN54SGue0nsg, Monday to Sunday 10:00 -14:0017:30-21:00,7.8,8,7.9
Tianxiange Restaurant (Tianhe Tangxia Branch),3169,98, Seafood, Tianhe Park/Shangshe, https://www.dianping.com/shop/G7A1rM6zewKbHkrQ, Monday to Sunday Day 07:00-14:30 17:00-21:30,7.4,7.2,6.8
Liuzhou Snail Noodles (Panyu Branch),33,16, Porridge Noodles, Changlong/Nancun, https://www.dianping.com/shop/G7A3GGEXr9UT4qcM, Monday to Sunday 10 :00-23:30,7.2,7.2,7.2
Xiong Beibei Vegetarian CuisineVegetarian (Dongpu Dama Road Store),138,57, Vegetarian, Chebei/Dongpu, https://www.dianping.com/shop/G7a9OyC0mpAc5kQp, Monday to Sunday 11:00-14:30 17:00-21:30,7.8,7.8,8
Xiong Beibei Vegetarian CuisineVegetarian (Dongpu Dama Road Store),138,57, Vegetarian, Chebei/Dongpu, https://www.dianping.com/shop/G7a9OyC0mpAc5kQp, Monday to Sunday 11:00-14:30 17:00-21:30,7.8,7.8,8
Kowloon Ice Room 90s'LAB,92,43, Tea Restaurant, China Plaza, https://www.dianping.com/shop/G7Ad8m7IhQzLjXrh, Monday to Sunday 10:00-21 :00,8.3,8.4,8.3
KNOTKNOT LuoluoJapanese Dessert (Taikoo Hui Store),1159,67, Dessert, Shipai/Longkou, https://www.dianping.com/shop/G7AEgp83UoslilwK, Monday to Sunday 10:00-22:00,8,8,7.8
Big BrotherHandmade NoodlesNorthwestern Cuisine (Changlong Times CR8 Store),1646,49, Northwest folk cuisine, Changlong/Nancun, https://www.dianping.com/shop/G7AIUAk3gx5nJdCu, Monday to Sunday 10:30-21:30,9.1,9.1,9.1
Tai Zheng DouSoutheast Asian Flavor (Xiajiao Store),1613,67, Thai food, Xiajiao, https://www.dianping.com/shop/G7AjFMKkeeGqtjT6, Monday to Sunday 11 :00-22:30,9,8.9,9.1
QuanjingdeBeijing Roast Duck (Tianhe Branch),525,32, Roast Duck, Shipai/Bainaohui, https://www.dianping.com/shop/G7AS1f00Kqu1153p, Monday to Sunday 09:30-24:00,8.3,7.8,8.5
37coffee,348,40, Cafe, Panyu Square, https://www.dianping.com/shop/G7as1fbHRvMPeG87, Monday to Sunday 08:00-18:00,8,8.1,8.1
Bao Luo WanyouAbalone Chicken Hot Pot (Xintang Dongkeng Store),2000,106, Hot Pot, Xintang, https://www.dianping.com/shop/G7BBbzqv1C3Blv6A, Monday to Sunday 11:00-14:0017:00-21:30,9.2,9,9.1
Gagaxiang Northeast Iron Pot Stew,455,76, Northeastern Cuisine, Shiqiao, https://www.dianping.com/shop/G7BI8K0pqMgq2AuW, Monday to Sunday 10:00-24 :00,8.7,8.4,8.6
Liuzhou Snail Noodles (Vanke Cloud Store),54,13, Porridge Noodles, Cencun/Huolushan, https://www.dianping.com/shop/G7bjKBlYqzzAZCam, Monday to Sunday 07:00-23:30,7.2,7.3,7.3
Dongting Local Cuisine Restaurant (Yifa Plaza Store),580,76, Hunan Cuisine, Shiqiao, https://www.dianping.com/shop/G7BKBgm1ktxkDTdB, Monday to Friday 11:00 -14:3016:00-21:00Saturday and Sunday11:00-15:0016:00-21:00,9.1,9,9.1
Big Stomach KingFour Seasons Private Cuisine,88,159, Private Cuisine, Shiqiao, https://www.dianping.com/shop/G7Bt5WIGAoyfQsOS, Monday to Sunday 11:30-13: 3017:30-21:30,7.2,7.2,7.2
Baheli Beef Hot Pot (Haizhu Wanda Store),997,101, Chaoshan Beef Hot Pot, Haizhu District, https://www.dianping.com/shop/G7bWhaNEP5Iiibof, Monday to Sunday 11: 00-23:00,9,8.8,8.6
Yixizhi Porridge ChangleCantonese Style Casserole PorridgeCantonese Cuisine. Barbeque (Haizhu Gexin Road Store),159,58, Guangzhou Cuisine, along Industrial Avenue, https://www.dianping.com/shop/G7BWlWuXwjAK4pxq, all day from Monday to Sunday,8.7,8.2,8.5
Chen Jishun and Beef Hot Pot (Xintang Tongbanhui Store),1059,90, Chaoshan Beef Hot Pot, Xintang, https://www.dianping.com/shop/G7c4DILCeSI2q4mo, Monday to Sunday 11:00-22:00,9.2,9.1,9.2
Xiaoxiong Charcoal Barbeque Cuisine,459,90, Korean Barbecue, Living Area/Nangang, https://www.dianping.com/shop/G7c5np4TUlw7Esit, Monday to Sunday 10: 00-22:00,8.8,8.7,8.9
Xiaoxiong Charcoal Barbeque Cuisine,460,90, Korean Barbecue, Living Area/Nangang, https://www.dianping.com/shop/G7c5np4TUlw7Esit, Monday to Sunday 10: 00-22:00,8.8,8.7,8.9
Liao BBQ (Yuexiu store),355,65, BBQ skewers, China Plaza, https://www.dianping.com/shop/G7Cap8pbwnArpDIQ, Monday to Sunday 17:30- 01:30,9.1,9.1,9.1
CouCou Hot PotTea Rest (Guangzhou Baiyun Kaide Store),1235,133, Hot Pot, Baiyun Greenland Center, https://www.dianping.com/shop/G7CboIFwVAzVtyu0, Monday to Sunday 11:00-24:00,8.8,9,8.8
Familycake,220,49, bread baking, Xiaobei/Gold Rush, https://www.dianping.com/shop/G7cBYTda2HFuXOVV, Monday to Sunday 13:00-19 :00,7.7,7.6,7.9
LiuzhiKorean BBQ PINK (Guangzhi Tiandi Hui Store),1451,85, Korean BBQ, along Industrial Avenue, https://www.dianping.com/shop/G7CECrelXdMfy1kV, Monday to Sunday 11:00-03:00,8,7.9,8.3
LiuzhiKorean BBQ PINK (Guangzhi Tiandi Hui Store),1452,85, Korean BBQ, along Industrial Avenue, https://www.dianping.com/shop/G7CECrelXdMfy1kV, Monday to Sunday 11:00-03:00,8,7.9,8.3
POPMI Shijian Tanmi Coffee Snacks (CapitaLand Yunshang Store),87,24, snacks, CapitaLand, https://www.dianping.com/shop/G7CftDOXrtfSCzD6, Monday to Sunday 10:30-21:30,7,7.1,7
